artists,duration_ms_x,explicit,id_x,name,popularity,search_query,acousticness,analysis_url,danceability,duration_ms_y,energy,id_y,instrumentalness,key_x,liveness,loudness_x,mode_x,speechiness,tempo_x,time_signature_x,track_href,type,uri,valence,analysis_channels,analysis_sample_rate,duration,end_of_fade_in,id,key_y,key_confidence,loudness_y,mode_y,mode_confidence,num_samples,offset_seconds,sample_md5,start_of_fade_out,tempo_y,tempo_confidence,time_signature_y,time_signature_confidence,window_seconds
Dwayne Johnson,163893,False,6U4VqEHy4n5VeiH4pQPL24,You're Welcome,75,dwayne johnson you're welcome,0.278,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,0.782,163893,0.751,6U4VqEHy4n5VeiH4pQPL24,0.0,5,0.0367,-7.023,1,0.28,135.277,4,https://api.spotify.com/v1/tracks/6U4VqEHy4n5VeiH4pQPL24,audio_features,spotify:track:6U4VqEHy4n5VeiH4pQPL24,0.688,1,22050,163.89333,0.0,6U4VqEHy4n5VeiH4pQPL24,5,0.44,-7.072,1,0.412,3613848,0,,159.5327,135.278,0.373,4,0.921,0
Dylan Scott,197640,False,3izNaTiYdotdPL0Bs76JqO,My Girl,70,dylan scott my girl,0.0353,https://api.spotify.com/v1/audio-analysis/3izNaTiYdotdPL0Bs76JqO,0.652,197640,0.719,3izNaTiYdotdPL0Bs76JqO,0.0,1,0.108,-7.251,1,0.033,94.969,4,https://api.spotify.com/v1/tracks/3izNaTiYdotdPL0Bs76JqO,audio_features,spotify:track:3izNaTiYdotdPL0Bs76JqO,0.24,1,22050,197.64,0.20313,3izNaTiYdotdPL0Bs76JqO,1,0.356,-7.251,1,0.453,4357962,0,,179.97787,94.969,0.364,4,0.983,0
Easton Corbin,217840,False,3AsNVBJ7LHsltdu9490ZiS,A Girl Like You,69,easton corbin a girl like you,0.0178,https://api.spotify.com/v1/audio-analysis/3AsNVBJ7LHsltdu9490ZiS,0.74,217840,0.777,3AsNVBJ7LHsltdu9490ZiS,1.27e-06,5,0.0665,-4.405,1,0.0329,104.989,4,https://api.spotify.com/v1/tracks/3AsNVBJ7LHsltdu9490ZiS,audio_features,spotify:track:3AsNVBJ7LHsltdu9490ZiS,0.834,1,22050,217.84,0.0,3AsNVBJ7LHsltdu9490ZiS,5,0.768,-4.405,1,0.547,4803372,0,,211.64989,104.989,0.796,4,1.0,0
Ed Sheeran,191146,False,3Lfiu5sZ4M4B6JaKMBc0FU,Barcelona,73,ed sheeran barcelona,0.448,https://api.spotify.com/v1/audio-analysis/3Lfiu5sZ4M4B6JaKMBc0FU,0.747,191147,0.76,3Lfiu5sZ4M4B6JaKMBc0FU,0.0,1,0.153,-4.294,1,0.187,99.975,4,https://api.spotify.com/v1/tracks/3Lfiu5sZ4M4B6JaKMBc0FU,audio_features,spotify:track:3Lfiu5sZ4M4B6JaKMBc0FU,0.682,1,22050,191.14667,0.10558,3Lfiu5sZ4M4B6JaKMBc0FU,1,0.738,-4.294,1,0.584,4214784,0,,184.16907,99.975,0.104,4,1.0,0
Ed Sheeran,261153,False,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,82,ed sheeran castle on the hill,0.0232,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,0.461,261154,0.834,6PCUP3dWmTjcTtXY02oFdT,1.14e-05,2,0.14,-4.868,1,0.0989,135.007,4,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT,0.471,1,22050,261.1537,0.0,6PCUP3dWmTjcTtXY02oFdT,2,0.538,-4.868,1,0.645,5758439,0,,251.56499,135.007,0.886,4,0.979,0
Ed Sheeran,238440,False,51ChrwmUPDJvedPQnIU8Ls,Dive,80,ed sheeran dive,0.355,https://api.spotify.com/v1/audio-analysis/51ChrwmUPDJvedPQnIU8Ls,0.761,238440,0.386,51ChrwmUPDJvedPQnIU8Ls,0.0,4,0.0953,-6.158,1,0.0399,134.943,3,https://api.spotify.com/v1/tracks/51ChrwmUPDJvedPQnIU8Ls,audio_features,spotify:track:51ChrwmUPDJvedPQnIU8Ls,0.526,1,22050,238.44,0.0,51ChrwmUPDJvedPQnIU8Ls,4,0.572,-6.158,1,0.613,5257602,0,,229.1171,134.943,0.434,3,0.967,0
Ed Sheeran,227426,False,7oolFzHipTMg2nL7shhdz2,Eraser,69,ed sheeran eraser,0.086,https://api.spotify.com/v1/audio-analysis/7oolFzHipTMg2nL7shhdz2,0.64,227427,0.812,7oolFzHipTMg2nL7shhdz2,0.0,8,0.0509,-5.647,0,0.0834,86.013,4,https://api.spotify.com/v1/tracks/7oolFzHipTMg2nL7shhdz2,audio_features,spotify:track:7oolFzHipTMg2nL7shhdz2,0.914,1,22050,227.42667,0.0,7oolFzHipTMg2nL7shhdz2,8,0.673,-5.647,0,0.524,5014758,0,,223.19601,86.013,0.432,4,0.975,0
Ed Sheeran,170826,False,0afhq8XCExXpqazXczTSve,Galway Girl,83,ed sheeran galway girl,0.0735,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,0.624,170827,0.876,0afhq8XCExXpqazXczTSve,0.0,9,0.327,-3.374,1,0.1,99.943,4,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,audio_features,spotify:track:0afhq8XCExXpqazXczTSve,0.781,1,22050,170.82667,0.11601,0afhq8XCExXpqazXczTSve,9,0.197,-3.374,1,0.365,3766728,0,,162.10431,99.943,0.03,4,0.98,0
Ed Sheeran,207520,False,2RttW7RAu5nOAfq6YFvApB,Happier,86,ed sheeran happier,0.536,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,0.522,207520,0.385,2RttW7RAu5nOAfq6YFvApB,0.0,0,0.135,-7.355,1,0.0288,89.792,4,https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB,audio_features,spotify:track:2RttW7RAu5nOAfq6YFvApB,0.236,1,22050,207.52,0.09751,2RttW7RAu5nOAfq6YFvApB,0,0.356,-7.355,1,0.5,4575816,0,,197.53215,89.792,0.329,4,0.983,0
Ed Sheeran,248413,False,2dfHh7ECGxfNqZTQno09Vk,Hearts Don't Break Around Here,73,ed sheeran hearts don't break around here,0.719,https://api.spotify.com/v1/audio-analysis/2dfHh7ECGxfNqZTQno09Vk,0.604,248413,0.366,2dfHh7ECGxfNqZTQno09Vk,0.0,7,0.162,-7.881,1,0.0267,105.177,3,https://api.spotify.com/v1/tracks/2dfHh7ECGxfNqZTQno09Vk,audio_features,spotify:track:2dfHh7ECGxfNqZTQno09Vk,0.181,1,22050,248.41333,0.16236,2dfHh7ECGxfNqZTQno09Vk,7,0.608,-7.881,1,0.65,5477514,0,,239.10748,105.177,0.062,3,0.829,0
Ed Sheeran,280533,False,6PJ8FF6UR8FZXfEvpHkIVN,How Would You Feel (Paean),73,ed sheeran how would you feel (paean),0.424,https://api.spotify.com/v1/audio-analysis/6PJ8FF6UR8FZXfEvpHkIVN,0.617,280533,0.439,6PJ8FF6UR8FZXfEvpHkIVN,0.0,9,0.127,-5.63,1,0.0269,139.979,4,https://api.spotify.com/v1/tracks/6PJ8FF6UR8FZXfEvpHkIVN,audio_features,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,0.242,1,22050,280.53333,0.11637,6PJ8FF6UR8FZXfEvpHkIVN,9,0.555,-5.63,1,0.608,6185760,0,,270.69243,139.979,0.251,4,0.906,0
Ed Sheeran,189280,False,5HDPtsnyb3maFmPL8LLUTG,New Man,73,ed sheeran new man,0.0559,https://api.spotify.com/v1/audio-analysis/5HDPtsnyb3maFmPL8LLUTG,0.78,189280,0.745,5HDPtsnyb3maFmPL8LLUTG,0.0,7,0.0595,-3.97,1,0.145,94.026,4,https://api.spotify.com/v1/tracks/5HDPtsnyb3maFmPL8LLUTG,audio_features,spotify:track:5HDPtsnyb3maFmPL8LLUTG,0.862,1,22050,189.28,0.10567,5HDPtsnyb3maFmPL8LLUTG,7,0.224,-3.97,1,0.392,4173624,0,,184.3142,94.026,0.169,4,1.0,0
Ed Sheeran,263400,False,0tgVpDi06FyKpA1z0VMD4v,Perfect,89,ed sheeran perfect,0.163,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,0.599,263400,0.448,0tgVpDi06FyKpA1z0VMD4v,0.0,8,0.106,-6.312,1,0.0232,95.05,3,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,audio_features,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.168,1,22050,263.4,0.13959,0tgVpDi06FyKpA1z0VMD4v,8,0.53,-6.312,1,0.644,5807970,0,,256.15673,95.05,0.075,3,0.934,0
Ed Sheeran,233712,False,7qiZfU4dY1lWllzX7mPBI3,Shape of You,87,ed sheeran shape of you,0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713,0.652,7qiZfU4dY1lWllzX7mPBI3,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931,1,22050,233.71265,0.0,7qiZfU4dY1lWllzX7mPBI3,1,0.728,-3.183,0,0.647,5153364,0,,229.87755,95.977,0.261,4,0.981,0
Ed Sheeran,221106,False,4VuS959DSpr82t3qBqCrWG,Supermarket Flowers,80,ed sheeran supermarket flowers,0.914,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,0.589,221107,0.242,4VuS959DSpr82t3qBqCrWG,0.0,6,0.0887,-10.517,1,0.0442,89.749,4,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,audio_features,spotify:track:4VuS959DSpr82t3qBqCrWG,0.257,1,22050,221.10667,0.08721,4VuS959DSpr82t3qBqCrWG,6,0.918,-10.517,1,0.819,4875402,0,,210.76753,89.749,0.0,4,0.815,0
Ed Sheeran,237333,False,2pJZ1v8HezrAoZ0Fhzby92,What Do I Know?,75,ed sheeran what do i know?,0.251,https://api.spotify.com/v1/audio-analysis/2pJZ1v8HezrAoZ0Fhzby92,0.838,237333,0.492,2pJZ1v8HezrAoZ0Fhzby92,0.0,1,0.262,-5.69,0,0.038,115.092,4,https://api.spotify.com/v1/tracks/2pJZ1v8HezrAoZ0Fhzby92,audio_features,spotify:track:2pJZ1v8HezrAoZ0Fhzby92,0.895,1,22050,237.33333,0.07011,2pJZ1v8HezrAoZ0Fhzby92,1,0.483,-5.69,0,0.604,5233200,0,,232.98902,115.092,0.812,4,0.607,0
"Pitbull, El Chombo, Karol G, Cutty Ranks",178366,False,5BVMLKioofuSf51g1DKDP9,Dame Tu Cosita (feat. Cutty Ranks) - Radio Version,58,el chombo dame tu cosita,0.0631,https://api.spotify.com/v1/audio-analysis/5BVMLKioofuSf51g1DKDP9,0.878,178366,0.947,5BVMLKioofuSf51g1DKDP9,1.42e-05,8,0.142,-3.054,0,0.0642,110.047,4,https://api.spotify.com/v1/tracks/5BVMLKioofuSf51g1DKDP9,audio_features,spotify:track:5BVMLKioofuSf51g1DKDP9,0.811,1,22050,178.36617,0.13338,5BVMLKioofuSf51g1DKDP9,8,0.209,-3.054,0,0.193,3932974,0,,173.48209,110.047,0.83,4,1.0,0
Ella Mai,256063,False,0At2qAoaVjIwWNAqrscXli,Boo'd Up,79,ella mai boo'd up,0.0862,https://api.spotify.com/v1/audio-analysis/0At2qAoaVjIwWNAqrscXli,0.561,256064,0.779,0At2qAoaVjIwWNAqrscXli,0.0,10,0.078,-5.107,0,0.0531,81.965,4,https://api.spotify.com/v1/tracks/0At2qAoaVjIwWNAqrscXli,audio_features,spotify:track:0At2qAoaVjIwWNAqrscXli,0.235,1,22050,256.06372,0.0,0At2qAoaVjIwWNAqrscXli,10,0.451,-5.107,0,0.606,5646205,0,,256.06372,81.965,0.481,4,0.985,0
Eminem,315346,True,4iTyf5pLZMOR8YrEZgSopo,Believe,67,eminem believe,0.16,https://api.spotify.com/v1/audio-analysis/4iTyf5pLZMOR8YrEZgSopo,0.884,315347,0.492,4iTyf5pLZMOR8YrEZgSopo,0.0,1,0.359,-5.343,0,0.112,130.072,4,https://api.spotify.com/v1/tracks/4iTyf5pLZMOR8YrEZgSopo,audio_features,spotify:track:4iTyf5pLZMOR8YrEZgSopo,0.11,1,22050,315.34667,0.0,4iTyf5pLZMOR8YrEZgSopo,1,0.801,-5.343,0,0.726,6953394,0,,315.34668,130.072,0.644,4,0.858,0
"Eminem, Ed Sheeran",221013,True,1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),82,eminem river,0.142,https://api.spotify.com/v1/audio-analysis/1cS0TgbR263ey9jn0MwD2s,0.748,221013,0.749,1cS0TgbR263ey9jn0MwD2s,0.0,8,0.0713,-5.916,0,0.516,90.09,4,https://api.spotify.com/v1/tracks/1cS0TgbR263ey9jn0MwD2s,audio_features,spotify:track:1cS0TgbR263ey9jn0MwD2s,0.659,1,22050,221.01333,0.20417,1cS0TgbR263ey9jn0MwD2s,8,0.108,-5.916,0,0.3,4873344,0,,221.01334,90.09,0.224,4,1.0,0
Eminem,370133,True,6IvespQWGW4USXwexlVKDm,Untouchable,57,eminem untouchable,0.0803,https://api.spotify.com/v1/audio-analysis/6IvespQWGW4USXwexlVKDm,0.554,370133,0.887,6IvespQWGW4USXwexlVKDm,0.0,7,0.15,-3.367,1,0.503,172.233,4,https://api.spotify.com/v1/tracks/6IvespQWGW4USXwexlVKDm,audio_features,spotify:track:6IvespQWGW4USXwexlVKDm,0.648,1,22050,370.13333,0.0,6IvespQWGW4USXwexlVKDm,7,0.395,-3.367,1,0.411,8161440,0,,366.38766,172.233,0.075,4,1.0,0
"Eminem, Beyoncé",303640,True,7CcoUAtUcYhUfBsmtn0ajO,Walk On Water (feat. Beyoncé),69,eminem walk on water,0.805,https://api.spotify.com/v1/audio-analysis/7CcoUAtUcYhUfBsmtn0ajO,0.483,303640,0.439,7CcoUAtUcYhUfBsmtn0ajO,0.0,9,0.637,-10.212,0,0.238,81.986,4,https://api.spotify.com/v1/tracks/7CcoUAtUcYhUfBsmtn0ajO,audio_features,spotify:track:7CcoUAtUcYhUfBsmtn0ajO,0.618,1,22050,303.64,0.55134,7CcoUAtUcYhUfBsmtn0ajO,9,0.329,-10.212,0,0.532,6695262,0,,303.64001,81.986,0.098,4,0.568,0
"Enrique Iglesias, Bad Bunny",228138,False,2vvdTrdryjsl8DmPIMDWZU,EL BAÑO,73,enrique iglesias el bano,0.132,https://api.spotify.com/v1/audio-analysis/2vvdTrdryjsl8DmPIMDWZU,0.719,228139,0.842,2vvdTrdryjsl8DmPIMDWZU,0.0,6,0.105,-3.562,0,0.0383,90.017,4,https://api.spotify.com/v1/tracks/2vvdTrdryjsl8DmPIMDWZU,audio_features,spotify:track:2vvdTrdryjsl8DmPIMDWZU,0.534,1,22050,228.13891,0.14059,2vvdTrdryjsl8DmPIMDWZU,6,0.379,-3.562,0,0.498,5030463,0,,219.35311,90.017,0.218,4,1.0,0
"Enrique Iglesias, Descemer Bueno, Zion & Lennox",208162,False,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO,76,enrique iglesias subeme la radio,0.0744,https://api.spotify.com/v1/audio-analysis/7nKBxz47S9SD79N086fuhn,0.684,208163,0.823,7nKBxz47S9SD79N086fuhn,0.0,9,0.111,-3.297,0,0.0773,91.048,4,https://api.spotify.com/v1/tracks/7nKBxz47S9SD79N086fuhn,audio_features,spotify:track:7nKBxz47S9SD79N086fuhn,0.647,1,22050,208.16268,0.25546,7nKBxz47S9SD79N086fuhn,9,0.316,-3.297,0,0.387,4589987,0,,201.32281,91.048,0.449,4,1.0,0
Eric Church,199213,False,0ipcmHor30Y8p6hCd8QUVq,Kill A Word,63,eric church kill a word,0.0164,https://api.spotify.com/v1/audio-analysis/0ipcmHor30Y8p6hCd8QUVq,0.651,199213,0.732,0ipcmHor30Y8p6hCd8QUVq,1.58e-06,2,0.0925,-8.037,1,0.0381,85.023,4,https://api.spotify.com/v1/tracks/0ipcmHor30Y8p6hCd8QUVq,audio_features,spotify:track:0ipcmHor30Y8p6hCd8QUVq,0.638,1,22050,199.21333,0.0,0ipcmHor30Y8p6hCd8QUVq,2,0.301,-8.037,1,0.48,4392654,0,,190.07855,85.023,0.255,4,0.996,0
Eric Church,214626,False,52ioLaTnO2J7BWY8UN2n9D,Round Here Buzz,66,eric church round here buzz,0.0422,https://api.spotify.com/v1/audio-analysis/52ioLaTnO2J7BWY8UN2n9D,0.638,214627,0.441,52ioLaTnO2J7BWY8UN2n9D,1.33e-05,2,0.107,-9.064,1,0.0347,76.078,4,https://api.spotify.com/v1/tracks/52ioLaTnO2J7BWY8UN2n9D,audio_features,spotify:track:52ioLaTnO2J7BWY8UN2n9D,0.473,1,22050,214.62667,0.0,52ioLaTnO2J7BWY8UN2n9D,2,0.604,-9.064,1,0.836,4732518,0,,209.32789,76.078,0.142,4,1.0,0
Famous Dex,142000,True,5PTG6rrL6EPFD9E2QMI2pl,JAPAN,80,famous dex japan,0.121,https://api.spotify.com/v1/audio-analysis/5PTG6rrL6EPFD9E2QMI2pl,0.733,142000,0.678,5PTG6rrL6EPFD9E2QMI2pl,0.0,6,0.344,-7.771,1,0.438,175.985,4,https://api.spotify.com/v1/tracks/5PTG6rrL6EPFD9E2QMI2pl,audio_features,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,0.841,1,22050,142.0,0.27878,5PTG6rrL6EPFD9E2QMI2pl,6,0.342,-7.771,1,0.516,3131100,0,,129.0507,175.985,0.751,4,1.0,0
"Famous Dex, A$AP Rocky",191251,True,3ncgNpxLoBQ65ABk4djDyd,PICK IT UP (feat. A$AP Rocky),78,famous dex pick it up,0.0149,https://api.spotify.com/v1/audio-analysis/3ncgNpxLoBQ65ABk4djDyd,0.921,191252,0.467,3ncgNpxLoBQ65ABk4djDyd,0.000238,1,0.334,-8.443,1,0.119,135.995,4,https://api.spotify.com/v1/tracks/3ncgNpxLoBQ65ABk4djDyd,audio_features,spotify:track:3ncgNpxLoBQ65ABk4djDyd,0.287,1,22050,191.25184,0.08662,3ncgNpxLoBQ65ABk4djDyd,1,0.782,-8.443,1,0.585,4217103,0,,185.57968,135.995,0.974,4,1.0,0
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage, Rvssian",237160,True,038kavjqUaGIYZL5lYocvX,Krippy Kush - Remix,60,"farruko, nicki minaj, bad bunny, 21 savage krippy kush",0.0512,https://api.spotify.com/v1/audio-analysis/038kavjqUaGIYZL5lYocvX,0.743,237160,0.671,038kavjqUaGIYZL5lYocvX,0.0,9,0.116,-5.241,1,0.122,163.229,4,https://api.spotify.com/v1/tracks/038kavjqUaGIYZL5lYocvX,audio_features,spotify:track:038kavjqUaGIYZL5lYocvX,0.499,1,22050,237.16,0.19705,038kavjqUaGIYZL5lYocvX,9,0.348,-5.241,1,0.371,5229378,0,,232.19955,163.229,0.259,4,0.839,0
"Fifth Harmony, Gucci Mane",165200,False,0XQHz5C8PknyrEhyrKxVKa,Down,68,fifth harmony down,0.0162,https://api.spotify.com/v1/audio-analysis/0XQHz5C8PknyrEhyrKxVKa,0.53,165200,0.512,0XQHz5C8PknyrEhyrKxVKa,7.04e-05,8,0.128,-7.094,1,0.133,196.121,4,https://api.spotify.com/v1/tracks/0XQHz5C8PknyrEhyrKxVKa,audio_features,spotify:track:0XQHz5C8PknyrEhyrKxVKa,0.401,1,22050,165.2,0.06961,0XQHz5C8PknyrEhyrKxVKa,8,0.398,-7.094,1,0.516,3642660,0,,159.35855,196.121,0.285,4,1.0,0
Fitz and The Tantrums,193253,False,4qRaZYiaOsSvWC7VgcxrI0,HandClap,69,fitz and the tantrums handclap,0.00609,https://api.spotify.com/v1/audio-analysis/4qRaZYiaOsSvWC7VgcxrI0,0.636,193253,0.836,4qRaZYiaOsSvWC7VgcxrI0,0.000157,8,0.0828,-3.004,1,0.0427,139.956,4,https://api.spotify.com/v1/tracks/4qRaZYiaOsSvWC7VgcxrI0,audio_features,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,0.715,1,22050,193.25333,0.0,4qRaZYiaOsSvWC7VgcxrI0,8,0.683,-3.004,1,0.67,4261236,0,,189.32971,139.956,0.757,4,0.991,0
"Flo Rida, 99 Percent",157164,False,6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,65,flo rida cake,0.0729,https://api.spotify.com/v1/audio-analysis/6t2ubAB4iSYOuIpRAOGd4t,0.786,157165,0.854,6t2ubAB4iSYOuIpRAOGd4t,1.63e-06,2,0.179,-4.247,1,0.0523,105.078,4,https://api.spotify.com/v1/tracks/6t2ubAB4iSYOuIpRAOGd4t,audio_features,spotify:track:6t2ubAB4iSYOuIpRAOGd4t,0.687,1,22050,157.16494,2.322,6t2ubAB4iSYOuIpRAOGd4t,2,0.208,-4.247,1,0.45,3465487,0,,157.16495,105.078,0.715,4,1.0,0
"Florida Georgia Line, Backstreet Boys",183413,False,4VFE6ZNqa8jHAmbYICoAFg,"God, Your Mama, And Me",70,"florida georgia line god, your mama, and me",0.333,https://api.spotify.com/v1/audio-analysis/4VFE6ZNqa8jHAmbYICoAFg,0.439,183413,0.802,4VFE6ZNqa8jHAmbYICoAFg,0.0,7,0.377,-3.644,1,0.054,168.032,4,https://api.spotify.com/v1/tracks/4VFE6ZNqa8jHAmbYICoAFg,audio_features,spotify:track:4VFE6ZNqa8jHAmbYICoAFg,0.725,1,22050,183.41333,0.18617,4VFE6ZNqa8jHAmbYICoAFg,7,0.629,-3.729,1,0.738,4044264,0,,171.59546,168.1,0.186,4,1.0,0
Florida Georgia Line,185200,False,4L9Ds4mpD3SuYoWwFUlv16,Simple,78,florida georgia line simple,0.0791,https://api.spotify.com/v1/audio-analysis/4L9Ds4mpD3SuYoWwFUlv16,0.362,185200,0.882,4L9Ds4mpD3SuYoWwFUlv16,0.0,3,0.15,-3.717,1,0.0973,199.811,4,https://api.spotify.com/v1/tracks/4L9Ds4mpD3SuYoWwFUlv16,audio_features,spotify:track:4L9Ds4mpD3SuYoWwFUlv16,0.864,1,22050,185.2,0.15084,4L9Ds4mpD3SuYoWwFUlv16,3,0.234,-3.717,1,0.343,4083660,0,,181.09823,199.811,0.392,4,0.993,0
Florida Georgia Line,170200,False,31x4wWBghN7f5PiEZUmcAW,Smooth,62,florida georgia line smooth,0.214,https://api.spotify.com/v1/audio-analysis/31x4wWBghN7f5PiEZUmcAW,0.471,170200,0.848,31x4wWBghN7f5PiEZUmcAW,1.84e-05,6,0.658,-5.355,1,0.0538,161.049,4,https://api.spotify.com/v1/tracks/31x4wWBghN7f5PiEZUmcAW,audio_features,spotify:track:31x4wWBghN7f5PiEZUmcAW,0.332,1,22050,170.2,4.60916,31x4wWBghN7f5PiEZUmcAW,6,0.832,-5.419,1,0.803,3752910,0,,158.31946,161.014,0.121,4,1.0,0
Foster The People,243146,False,4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,76,foster the people sit next to me,0.117,https://api.spotify.com/v1/audio-analysis/4BdGO1CaObRD4La9l5Zanz,0.638,243147,0.738,4BdGO1CaObRD4La9l5Zanz,0.000384,6,0.689,-4.976,0,0.0292,97.021,4,https://api.spotify.com/v1/tracks/4BdGO1CaObRD4La9l5Zanz,audio_features,spotify:track:4BdGO1CaObRD4La9l5Zanz,0.657,1,22050,243.14667,0.23206,4BdGO1CaObRD4La9l5Zanz,6,0.3,-4.976,0,0.419,5361384,0,,233.7785,97.021,0.617,4,1.0,0
Frank Ocean,210285,True,6Nle9hKrkL1wQpwNfEkxjh,Chanel,75,frank ocean chanel,0.874,https://api.spotify.com/v1/audio-analysis/6Nle9hKrkL1wQpwNfEkxjh,0.776,210285,0.503,6Nle9hKrkL1wQpwNfEkxjh,0.0,0,0.112,-5.732,0,0.237,110.134,4,https://api.spotify.com/v1/tracks/6Nle9hKrkL1wQpwNfEkxjh,audio_features,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,0.473,1,22050,210.28508,0.0,6Nle9hKrkL1wQpwNfEkxjh,0,0.054,-5.732,0,0.323,4636786,0,,204.38204,110.134,0.047,4,1.0,0
"French Montana, The Weeknd, Max B",226790,True,1vVNlXi8gf8tZ7OhnEs4VE,A Lie,60,french montana a lie,0.0235,https://api.spotify.com/v1/audio-analysis/1vVNlXi8gf8tZ7OhnEs4VE,0.516,226790,0.792,1vVNlXi8gf8tZ7OhnEs4VE,0.0,1,0.404,-5.38,0,0.216,121.189,5,https://api.spotify.com/v1/tracks/1vVNlXi8gf8tZ7OhnEs4VE,audio_features,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,0.524,1,22050,226.7902,0.0,1vVNlXi8gf8tZ7OhnEs4VE,1,0.134,-5.38,0,0.278,5000724,0,,220.35737,121.189,0.259,5,0.936,0
"French Montana, Swae Lee",233901,True,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,85,french montana unforgettable,0.0293,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,0.726,233902,0.769,3B54sVLJ402zGa6Xm4YGNe,0.0101,6,0.104,-5.043,1,0.123,97.985,4,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,audio_features,spotify:track:3B54sVLJ402zGa6Xm4YGNe,0.733,1,22050,233.90154,0.0,3B54sVLJ402zGa6Xm4YGNe,6,0.195,-5.043,1,0.397,5157529,0,,225.02458,97.985,0.704,4,1.0,0
Future,187748,True,3IJ6BBFLD2I2CH3hHFQj3O,4 da Gang,56,future 4 da gang,0.0751,https://api.spotify.com/v1/audio-analysis/3IJ6BBFLD2I2CH3hHFQj3O,0.705,187749,0.474,3IJ6BBFLD2I2CH3hHFQj3O,0.0,2,0.229,-7.534,1,0.355,146.244,4,https://api.spotify.com/v1/tracks/3IJ6BBFLD2I2CH3hHFQj3O,audio_features,spotify:track:3IJ6BBFLD2I2CH3hHFQj3O,0.179,1,22050,187.74871,0.0,3IJ6BBFLD2I2CH3hHFQj3O,2,0.5,-7.534,1,0.524,4139859,0,,182.26503,146.244,0.225,4,0.799,0
"Future, Young Thug",204960,True,1wWRtPIKD7ZNvtsrzLyTev,All da Smoke,58,future all da smoke,0.0265,https://api.spotify.com/v1/audio-analysis/1wWRtPIKD7ZNvtsrzLyTev,0.893,204960,0.583,1wWRtPIKD7ZNvtsrzLyTev,1.33e-05,0,0.149,-6.862,1,0.341,147.0,4,https://api.spotify.com/v1/tracks/1wWRtPIKD7ZNvtsrzLyTev,audio_features,spotify:track:1wWRtPIKD7ZNvtsrzLyTev,0.115,1,22050,204.96,3.85451,1wWRtPIKD7ZNvtsrzLyTev,0,0.11,-6.862,1,0.254,4519368,0,,191.83166,147.0,0.244,4,1.0,0
"Future, The Weeknd",254369,True,1B87ZDrD3Pno9hS4stamWO,Comin Out Strong,66,future comin out strong,0.29,https://api.spotify.com/v1/audio-analysis/1B87ZDrD3Pno9hS4stamWO,0.628,254370,0.481,1B87ZDrD3Pno9hS4stamWO,0.0,1,0.118,-7.775,1,0.475,108.761,5,https://api.spotify.com/v1/tracks/1B87ZDrD3Pno9hS4stamWO,audio_features,spotify:track:1B87ZDrD3Pno9hS4stamWO,0.33,1,22050,254.36961,0.0,1B87ZDrD3Pno9hS4stamWO,1,0.369,-7.775,1,0.472,5608850,0,,241.15664,108.761,0.139,5,0.989,0
